CNPJ,NOME FANTASIA,SITUAÃÃO CADASTRAL,CNAE 1,CNAE 2,UF,Municipio
34645632,CONVENIENCIA AVILA,4,4723700,,RS,8841
34651428,,2,4330404,,RS,8841
34665120,ART E COR PINTURAS,2,4330404,,RS,8841
34690992,V.G LAVAGEM,8,4520005,,RS,8841
34696824,SPARTA CENTRO DE TREINAMENTO,2,9313100,,RS,8841
34701343,Cuidadora de Idosos e Enfermos,8,8712300,4772500,RS,8841
34702070,SYMAIN LTDA,8,9512600,9511800,RS,8841
34722851,SORRIFACIL CLINICA ODONTOLOGICA,2,8630504,"7739002,7740300,8630501,8640204,8640205",RS,8841
34725427,Claudio Freitas Junior,2,5229099,1629301,RS,8841
34740459,Safra RS,4,7319002,,RS,8841
34749637,,2,9602501,,RS,8841
34782005,SM ORGANICS,8,7319002,,RS,8841
34789722,JCC VIDROS E SERVICOS AUTOMOTIVOS,2,4743100,"4530703,4530704,4520003,2950600,4520001,4520002",RS,8841
34811862,Elis Boelter,2,9602502,,RS,8841
34816202,,2,6492100,,RS,8841
34823154,,8,4789001,"4789099,4755503",RS,8841
34824289,,2,5612100,,RS,8841
32368622,BRAZ PIZZARIA DELIVERY,8,5620102,,RS,8841
34851617,QUEVEDO INSTALACAOES,8,4330404,"6190699,4322302,4321500,4399103,3321000",RS,8841
34855167,SECULO VINTAGE,8,4781400,,RS,8841
34857885,JR,2,7319002,8230001,RS,8841
34864137,MADEIREIRA TEVEZ,2,4744002,,RS,8841
34885546,EMPORIO DA TRUTA,8,4722902,4712100,RS,8841
29855240,CASA DO PET,2,9609208,"4618499,4623109,4644302,4771704,4789002,4789004,7500100,9609207",RS,8841
34902865,Marcio Farias dos Santos,2,7319002,"8130300,9609208,8599603,8219999",RS,8841
34906459,Sabor e Aroma Veg,2,1096100,,RS,8841
34907715,,8,5819100,,RS,8841
34908096,,2,6911701,,RS,8841
34916814,BLACK SHEEP,2,5612100,4723700,RS,8841
34920782,TRANSPORTES DE CARGAS PEDROLLO,8,4930202,"4930201,4930203,4930204,7490104",RS,8841
34920996,AUROZ TECNOLOGIA,2,7733100,"1822901,4751201,8219901,9511800",RS,8841
34947660,Gabriela Lopes Nunes,2,5612100,,RS,8841
34951306,DLMJ,8,9609299,"7739099,5620104,7319002,7319099,1091102,4520005,8219999,5229099,8230001,7420001",RS,8841
34956547,,2,8630501,8630502,RS,8841
34957544,KEVIN PROMOTOR DE VENDAS,8,8230001,7319002,RS,8841
34969322,TEMPERO MAIS,8,5620104,,RS,8841
14607609,,2,4731800,"3314706,4732600,5240199,7490199,7732201",RS,8841
34988118,GEOVANI PINTURAS,2,4330404,"4322301,4399103",RS,8841
34286860,MARMITEX TOQUE ESPECIAL,4,5611201,,RS,8841
34999802,RESIDENCIAL KALAHARI,2,8112500,,RS,8841
35003130,,4,4781400,,RS,8841
35003872,ANTONIO RA PRESTADORA DE SERVICOS,2,4399103,"8130300,8129000,4321500,4322301,2539001,4330404,1622699",RS,8841
35007885,SANTOS CONSULTORIA,2,8599604,,RS,8841
35021982,k&L MODAS,4,4781400,"4789099,4723700,4759801,4755503,4763602,4772500,4782201,4783102,4783101",RS,8841
35023678,Artesanato e costura Carvalho,2,1412602,"4755501,4781400,4789001,4713002,4755502,1351100,4772500,1359600",RS,8841
35028975,JULIO BECKER COMUNICACAO E AUDIOVISUAL,8,5912099,"7420004,4789008,7420001",RS,8841
35035801,MAIRA VESTUARIO E ACESSORIOS,2,4781400,4755503,RS,8841
35039509,CONDOMINIO EDIFICIO CARIBE,2,8112500,,RS,8841
35053623,JEFFS DISTRIBUIDORA,4,4723700,4789001,RS,8841
35076988,ADK,2,4399103,"4321500,4322301,4330404,4330405,1622699",RS,8841
35080941,LMKTABACOS,2,4729601,"1721400,4511101,4511102,4512902,4541203,4541204,4542102,4639701,4744099",RS,8841
35088851,NANY ROCHA,2,4781400,"4755503,4782201",RS,8841
35100377,PARADA CAFE,8,5611203,"4723700,5620101,4721103,4755502",RS,8841
35113702,SUPERACAO,2,8230001,8599604,RS,8841
35124506,ARTESAO,4,2330399,,RS,8841
35125397,,2,8112500,,RS,8841
35138469,M&M AUTOMOTIVE,2,4520007,"4742300,2542000,4321500,4520003,2539001,4330402,9529105,4520001",RS,8841
35142805,TUDO E DE TUDO,8,4781400,"4789099,4789001,4755502,4755503,5611201,4757100",RS,8841
35146970,,2,4781400,,RS,8841
35153525,ACOUGUE PORTELINHA,2,4722901,4712100,RS,8841
35153605,E.M.V LDTA,2,4713002,,RS,8841
35154045,,8,7319002,"9001906,5620104,4781400,5620102,5612100,1091102,4930204,4930201,8230001,7420001,4930202",RS,8841
35154554,DoParque vendas,2,4781400,"4789001,4729699",RS,8841
35162340,Mpk transportes,8,5021101,,RS,8841
35170071,JANETE CIA ALIMENTOS,2,1091101,"4755503,4789001,4759801,4721102,8712300,7319002,9700500,4782201,3299099",RS,8841
35172976,ESTETICA EDUARDA GERHARD,8,9602502,,RS,8841
35178225,FELSKE,2,3329501,,RS,8841
34859691,SITIO DAS PALMEIRAS,2,5611205,"9329899,9329803",RS,8841
35191893,FRANGO DA TOTI,2,5620104,5612100,RS,8841
35193438,ELIANE LANCHES,4,5612100,,RS,8841
35206326,MIANSHI DELIVERY,4,5620104,,RS,8841
35207597,MERMAID HOLIDAY,4,4781400,4789001,RS,8841
35220139,VERTEBRATUS,2,7500100,8599604,RS,8841
35224697,DHAIA ESTUDIO OFFICE,2,5819100,8219999,RS,8841
35233118,DEISE MODAS,2,4781400,"4743100,4782201",RS,8841
35239598,CLEONEIA SILVA,4,5612100,5620102,RS,8841
35241197,VALMIR KESSLER PAZ,8,9602501,"3832700,4789099,4789001,3831901,3321000,5229099,8230001,1122403,8599699,2542000,8599605,3299004",RS,8841
34263576,,8,8610101,"8630502,8630503",RS,8841
33433858,LORENCO GEWEHR,8,9001902,,RS,8841
35284905,STELLO AGROPECUARIA / FERRAGEM E TRANSPORTE,2,4744001,"4789002,4789099,4744003,4713002,4763604,4741500,4930201,4789004,4744099,4789005",RS,8841
35287950,CLEUSA CARDOSO TAMIOSSO,2,4520005,,RS,8841
35291190,,2,7319002,"5320202,4789099,4781400,8599699,9602501,8291100,4772500,8219999,4783101",RS,8841
35294746,MECANICA RAUL,2,4520001,4530703,RS,8841
35301025,NERI DORNELES PINTURAS,2,4330404,,RS,8841
35308759,CROSS LIFE SANTA MARIA,8,5611203,,RS,8841
35309331,ARMAZEM DALLA CORTE,8,4729699,"4634601,4712100,4721102,4721103,4721104,4722902,4723700,4724500,4729602,4789002,5611203",RS,8841
35323485,VR CONSTRUCOES,8,4399103,"4321500,4322301,4330404",RS,8841
35326641,,4,8219999,,RS,8841
35326807,,2,9602502,,RS,8841
35337965,GABRIEL VENES,8,7319002,,RS,8841
34592255,MOVEIS MENEZES,2,3101200,"4754701,3329501,1622699",RS,8841
35347097,AGROFUTUR,8,7731400,3314711,RS,8841
35352166,AMORA CLOTHING,8,4781400,,RS,8841
35361063,DONA MARIA LANCHES,8,5611203,"5620104,4723700,1091102,5611204",RS,8841
35363669,,8,4330404,"4761002,4399103",RS,8841
35364002,MONSTERA,2,1813099,,RS,8841
35370178,GABRIEL VAZ - ENCANADOR MEI,8,4322301,,RS,8841
35377735,*********,2,7319002,,RS,8841
35381947,MAGNI ASSESSORIA EMPRESARIAL,2,8291100,"4751201,6493000,7319002,8599604",RS,8841
35397197,MARCELO CANABARRO,2,4781400,4530704,RS,8841
35397258,RAMONS'BER SINUCA BAR,8,4723700,5611203,RS,8841
35417482,CREDIARIO BRUTTI,2,4755503,"4789099,4781400,4789001,4755502,4759801,4754702,4772500,4789005",RS,8841
35418001,VIRTUA ASSESSORIA VIRTUAL,2,8219999,"5819100,5812302,5812301,5912099",RS,8841
35422664,GRIGOLO TRANSPORTES,4,4930202,"5620104,4929903,4530704,4930204,4929902",RS,8841
35436868,BORDIN LANCHES,8,5611201,5611203,RS,8841
35445890,DALLA PORTA E CIA,4,4322301,,RS,8841
35446401,NICKEL CONSTRUCOES,2,4399103,"2542000,4321500,3101200,4322301,3702900,2539001,4330402,4399199,2543800,4330404,4330405,0161003",RS,8841
35447074,NA MODINHA KIDS,2,4781400,"4763602,4782201,4782202,4789001",RS,8841
35448538,JUJUBA ARTE EM DECORAR FESTAS,4,7721700,,RS,8841
35452983,,8,5819100,,RS,8841
35462681,,2,7320300,"7020400,7490101",RS,8841
35497586,DIAS CARVALHO CONSULTORIA DE VENDAS,4,7319002,"9001906,4752100,4781400,7911200,4723700,5612100,4724500,4753900,4772500,4789007",RS,8841
35519572,,2,9700500,,RS,8841
35519694,GABRIEL FREITAS,8,7319002,"5912099,9001902,4321500,4783102",RS,8841
5784359,BENDITA,2,4783101,"4649410,4772500,4781400,4783102,4789001",RS,8841
17207749,,8,5611203,"5611201,5611204",RS,8841
35520838,,8,4399103,,RS,8841
35521750,"DILLMANN, CORREA & SILVA ADVOGADOS ASSOCIADOS",2,6911701,,RS,8841
35522568,ARTESANATO,8,1412602,1749400,RS,8841
35524541,CULTIVAR AGRICOLA,4,4729699,"0111399,4632001",RS,8841
27235031,,8,4744002,,RS,8841
35547460,,2,4321500,4752100,RS,8841
35558231,DIONATAS MODAS,4,4781400,7319002,RS,8841
35562111,TAIS NORO PHOTO,8,7420001,"7420004,7420002",RS,8841
35570264,BENHUR COELHO,2,4930202,"4924800,5212500,4930204,4929902,5091202,4930201",RS,8841
35571440,ESTRUTURAL,2,2539001,,RS,8841
35574275,,2,8112500,,RS,8841
35583666,MANDALA FASHION,4,4781400,"4789099,4783102,4783101",RS,8841
35591689,ZE CENTRO ESTETICO AUTOMOTIVO,2,4520005,5320201,RS,8841
35592952,,8,9601701,,RS,8841
35595585,GUIDOLIN COSMETICOS,2,4772500,4755502,RS,8841
35603792,ASSIS TUR,2,5229099,"4929902,4929901",RS,8841
35625149,CRISVET CLINICA VETERINARIA,2,7500100,"4771704,4789004",RS,8841
35646915,,4,4511101,"4511102,4520001,4520005,4530703,4744001,4781400",RS,8841
35664524,,8,9602501,,RS,8841
35666799,TRANSMILON,8,4930201,,RS,8841
35684866,,2,5229099,4520005,RS,8841
35686910,ANGELA COSMETICOS,2,4772500,,RS,8841
35693690,JB GESSOS,2,4330403,"4322301,4330402,4399103,4330404",RS,8841
35711432,CRISTIANO NASCIMENTO DE MORAES,8,4930201,,RS,8841
35714026,MOCA ATELIE PET,4,1359600,9609208,RS,8841
35716853,TONIN R. BOLZAN,8,8599603,"9511800,6190699",RS,8841
35733267,JOSE LUIZ MULLER BUZETO,2,4322301,,RS,8841
35735225,,8,6822600,"6821801,6821802,7319002",RS,8841
31974916,"MS PRESTADORA DE SERVICOS, CONSTRUTORA E TERRAPLENAGEM",8,6810201,"4120400,4213800,4221901,4222701,4222702,4299599,4311801,4311802,4313400,4319300,4399103",RS,8841
35739463,,4,4781400,"4713002,4763601",RS,8841
35744151,,2,5620104,4723700,RS,8841
35213981,LEDCENTER SANTA MARIA,8,4754703,"4742300,4744003,4744099,4330404,4741500,4330403,4759899,4744001",RS,8841
35769517,,4,5229099,,RS,8841
35770096,VANESSA MODAS,2,4781400,4772500,RS,8841
35797031,LEZER REPRESENTACOES,2,4530706,4619200,RS,8841
35800152,TERRITORIO FITNESS,2,9313100,"4729699,4763602,4781400",RS,8841
35802071,ESCOLA DE PATINACAO ARTISTICA RAMON FON,8,8599699,,RS,8841
35807398,,2,3299099,,RS,8841
35811420,ANA MARQUES SALAO DE BELEZA,2,9602501,"4781400,4755502,4772500,4782201",RS,8841
35811958,,2,4321500,"4742300,4744003,3101200,4322301,4399103,4330404,4744001,0161002",RS,8841
35817282,FABIO TRENNEPOHL,2,5912099,7420001,RS,8841
35823840,CONDOMINIO ALTAVISTA,8,4110700,,RS,8841
32487763,DELICIAS EM PEDACOS,8,1091102,,RS,8841
35831146,,4,7319002,,RS,8841
35839244,AUTODRAMA,2,7420001,,RS,8841
34984442,GEARWIN ASSISTENCIA AUTOMOTIVA,2,4530703,"4520001,4520005,4530701",RS,8841
35856550,NASCIMENTO PRESTADORA DE SERVICOS,2,4399103,"4321500,4330405",RS,8841
35861413,LUANA MAIRA BOCK,2,1091102,1096100,RS,8841
35892054,J.Z DISTRIBUIDORA,8,7319002,"4744004,1413403,4741500,4773300,4756300,4752100,4781400,4759801,4755503,4753900,4744001,4789007,4782201,4744099,4789005",RS,8841
35907236,MINI MERCADO DOIS IRMAOS,2,5611204,,RS,8841
35198483,A. ROMANELLI,8,4781400,1412602,RS,8841
35916073,,2,8630504,,RS,8841
35916628,BELLOTHOR PERSONALIZACAO,2,1749400,"1529700,2319200,2599399,2219600,2229399,1629301,1629302,1359600",RS,8841
35917468,REI DO XIS,2,5611203,4723700,RS,8841
35941000,VANUSA VALENTE,2,7319002,,RS,8841
35946258,CJR REFRIGERACAO,4,4322302,"6190699,4321500,4330404",RS,8841
1979212,,2,4221904,"4221903,4221905,4742300,4752100,5211799,8299799",RS,8841
35951628,MARQUES CONSTRUCOES E REFORMAS EM GERAL,8,4399103,"4330404,4330405",RS,8841
35966442,,2,4399103,"4330404,4330405,4742300",RS,8841
34721212,AD,2,4930202,8130300,RS,8841
35992705,C&CAVALHEIRO CONSULTORIA,8,8291100,,RS,8841
35999628,ESPACO SAUDE E BELEZA,4,9602501,9602502,RS,8841
36006274,CROPS TEAM,2,7490103,"6204000,6399200,7020400,7119701,7210000,7490199,8599604",RS,8841
36007742,,2,9602501,,RS,8841
36026479,,2,4923001,"5320202,5229099",RS,8841
36028746,BJ PRESTADOR DE SERVICOS,2,4321500,3329501,RS,8841
36040398,MG,2,2539001,"4329103,3314711,3321000",RS,8841
36057687,DISTRIBUIDORA DE BEBIDAS MOURA & CIA,8,4723700,"1092900,2539001,2542000,4712100,4713002,4721102,4721103,4722901,4724500,4729601,4729699,4744099,4755502,4757100,4772500,4781400,4789099",RS,8841
36058541,CR MULTISERVICOS,2,4399103,,RS,8841
36058651,MATHEUS DIAS GESTAO EM MARKETING DIGITA,8,5812302,,RS,8841
36059888,CAROL FOGGIATO,8,7319002,,RS,8841
36061447,,8,8712300,,RS,8841
36066013,VALDOIR KOSSMANN REFORMAS,2,4399103,"4322301,4399199,4330404,4330405",RS,8841
36083741,IGOR CONRAD,8,9001902,,RS,8841
36085168,MARLENE ARTESA,2,4781400,"1529700,2229399,1749400,3299099,1359600",RS,8841
36093384,COMPANHIA DAS GRADES,2,2542000,"4321500,4330404,4399103,1622699",RS,8841
16740518,COLOR TINTAS SANTA MARIA,2,4741500,4744001,RS,8841
36099749,FLORICULTURA DEDO VERDE,2,4789002,,RS,8841
36118824,ARTI SABOR,4,1091101,,RS,8841
36125174,DANIELA OLIVEIRA T&D,2,8599604,,RS,8841
36127135,,2,9491000,,RS,8841
36135654,ELIANE SCHMITT 50640372015,2,9602502,,RS,8841
36165217,DONDOCA MODAS,2,4781400,,RS,8841
36167158,MAURICIO FIGUEIREDO,8,9609206,9602501,RS,8841
36174404,NARA GUEDES,4,8712300,,RS,8841
36236093,JEAN ROSSI EDITOR,8,5811500,,RS,8841
36241471,TRANSPORTE GOSLLER,4,4929902,7911200,RS,8841
36244738,,2,5229099,,RS,8841
36249982,KAU STORE,2,4781400,,RS,8841
36254528,,4,4330404,4399103,RS,8841
36267462,,2,7319002,9602501,RS,8841
36313513,JUNIOR SERVICOS,8,5612100,,RS,8841
36322647,TAYLISE TEIXEIRA MODA FEMININA,8,1412602,"1412603,1412601",RS,8841
36326868,,2,7420001,"7420004,5912099",RS,8841
36340551,WC REPRESENTACOES,2,8211300,"4613300,4616800,4617600,4618401",RS,8841
36341379,AMP PROMOCOES,2,7319002,,RS,8841
36342779,MERCEARIA CASA BRANCA,8,4712100,,RS,8841
36348037,,2,9313100,"7490199,8650004,9319101",RS,8841
36349491,TYXAS BAR,4,4723700,,RS,8841
36351672,CRIS MODAS E ACESSORIOS,4,4781400,,RS,8841
36352586,,2,3329501,,RS,8841
36377255,,2,8511200,8512100,RS,8841
36379357,CAROLINA,8,8599699,,RS,8841
36392464,MISTER PIX,8,5819100,7319002,RS,8841
36412460,SANDRA VEIGA MASSAGISTA,2,9602502,,RS,8841
36428468,IRINEU CARLOS SOARES DIAS,8,161003,"2391501,4321500,4322301,2342702,4330402,4330403,4399103,4330405",RS,8841
36433487,TAURA TECH SOLUCOES EM TECNOLOGIA,2,8599603,"9511800,8599699,6190699,5912099,5813100,7420001",RS,8841
36435237,MEYNE SEG,2,4321500,6190699,RS,8841
36438087,ANDRADES CAR,2,4520002,,RS,8841
36443532,PADARIA CANTINHO DAS DELICIAS,2,4721102,"4729699,1091101",RS,8841
36464835,ARTES DA BELINHA,2,4789001,,RS,8841
36491902,,2,9602501,"5620104,4723700,4729699,9602502",RS,8841
36513880,,8,5812302,"5819100,5811500,5812301,5813100",RS,8841
36521302,DIVERTIDOPET,8,7319002,"4781400,4789004,7490104",RS,8841
36523160,S R VEST,2,4781400,"2330399,4789099,4789001,4723700,1031700,4759801,5612100,4755503,4763602,4772500,4785799,4782201",RS,8841
36527306,GRENAL VIANDAS E MARMITEX,4,5620104,"5620102,4723700",RS,8841
36549607,MINI MERCADO CF,4,5611204,,RS,8841
32153834,PROGRAMA MIDIA MIX,2,8230001,"7420004,4789002,4781400,4789099,7319002,3299099",RS,8841
36566949,KRYSTY ELLEN DOS SANTOS SOARES 03286623,2,7319002,,RS,8841
36569839,SCHMIDT DISCONZI,2,8599699,"8599605,8599604,8599603,8593700,8592999,8592902",RS,8841
35998834,,2,5229099,"5611204,5611203",RS,8841
36574691,NESTOR TAXI,8,4923001,5229099,RS,8841
36141864,PVTS ADMINISTRADORA DE IMOVEIS,2,6821802,"6821801,6822600,7711000",RS,8841
36579923,,2,6911701,,RS,8841
36586078,,2,8593700,8599699,RS,8841
36587153,,8,5612100,"4723700,5611203",RS,8841
36590861,LA BELLA CLINIC,2,9602502,,RS,8841
36597095,MIOLO & REAL,8,1096100,,RS,8841
36604865,BRUNA PINHEIRO CONSULTORIA EMPRESARIAL,2,7319002,8230001,RS,8841
36605107,,2,4789001,4781400,RS,8841
36611905,JAYNE PIMENTEL,4,8592903,9001902,RS,8841
36613157,,8,7319002,,RS,8841
36622276,,2,4399103,"4321500,4322301,4330404",RS,8841
36627622,INSTITUTO SANTA BARBARA DE SAUDE OROFAC,8,8599699,,RS,8841
36628069,LANCHES FONTANA,2,5611204,"4789099,4729699,4755502,5612100,4755503,1093701,4772500,5611203,4782201",RS,8841
36641367,,2,9609207,"4781400,4729699,4789004",RS,8841
36642869,BEER BAR,8,5611205,"4723700,5611204",RS,8841
27617228,ANA,4,9602501,,RS,8841
36650417,QUATRIN,8,8599603,"6190699,8599604",RS,8841
36658647,FEVERSANI IMOVEIS,2,6821802,"6821801,6822600",RS,8841
36659387,KELLE DE SOUZA,2,4752100,,RS,8841
36167629,,2,8610102,"8630501,8630502",RS,8841
36693890,MELLO ESTER PINTURAS,4,4330404,"4322301,4330402,4399103",RS,8841
36701731,FB EMPRESTIMOS,2,7319002,,RS,8841
36711591,DM VARIEDADES,2,4781400,"4713002,4782201",RS,8841
36731589,HUMBERTO POZZOBON SALOON,4,9602501,,RS,8841
36735220,EDIFICIO ITAPOA,2,8112500,,RS,8841
36735932,CONSTRUTORA CASARIN,2,4110700,"4120400,4399103,6810201",RS,8841
36738571,DESENROLANDO O MARKETING,8,7319002,,RS,8841
36745262,,2,4783101,,RS,8841
36751682,FERNANDO PINTURAS,4,4330404,,RS,8841
36754345,DALLA,2,4930202,"4399103,4930201",RS,8841
36777199,LU CONFECOES,2,1412601,"9529199,4781400,1412602",RS,8841
36782741,PADILHA EMPREENDIMENTOS,8,4930202,,RS,8841
36784853,JSL TRANSPORTES,2,5229099,,RS,8841
36802548,MARCIO,2,4399103,"4322301,4330402,4330404",RS,8841
36802607,AUTO DEMOLIDORA PAULI,8,4530704,"4541207,3831999",RS,8841
36815715,,2,4520005,,RS,8841
36828626,DARLAN BATISTA,4,9001902,,RS,8841
36829569,ANA BOLOS E SALGADOS,2,1091102,5620104,RS,8841
36845347,REI DA CESTA,2,4712100,,RS,8841
36903941,PAO-DE-ELO,8,1091101,,RS,8841
36907003,,4,8712300,,RS,8841
36908818,OSAMA SERVICE,2,4399103,,RS,8841
36925106,,8,8291100,,RS,8841
36930002,LUCAS BECK,8,6190699,8599603,RS,8841
36954058,MOTOBOY FORTES,8,5320202,,RS,8841
36958918,SOS MICRO & NOTE,2,9511800,4751201,RS,8841
36961496,ESKINA BAR,8,4723700,"5620104,5620102,5612100,5611203",RS,8841
36961582,BELA ARTE ATELIE,2,4789001,,RS,8841
36965000,DORNELES MODA VIP,2,4781400,"4752100,4755503,4757100,4761003,4763601,4763602,4772500,4782201,4783101,4783102,4789099",RS,8841
2633583,EXPRESSO LEOMAR,2,4930202,"4930201,5250803",RS,8841
36968723,WRL PINTURAS E REFORMAS,2,4399103,4330404,RS,8841
36992192,,2,7420001,,RS,8841
36993936,ISOLETE DE FATIMA DA SILVA,2,8712300,,RS,8841
30051535,TU DIZ STREET COMPANY,2,4781400,"4543900,1412603,4541206",RS,8841
36996227,EDSON TRANSPORTES,8,4929901,,RS,8841
36997472,IDEALFARM,8,6202300,"6204000,8599603",RS,8841
36998370,FINO TRACO SOLUCOES MOBILIARIAS,2,3101200,"1623400,2740602,4321500,4322301,4754701,4754703,1629301,4744002,4744001,3329501",RS,8841
37001378,,2,8599699,,RS,8841
37030352,S.FERNANDES CUTELARIA ARTESANAL,2,2541100,,RS,8841
37033119,DOUGLAS&FAMILIA,8,4399103,"4322301,4330402,4330404",RS,8841
37048885,SABOR CASEIRO,2,5611201,5611203,RS,8841
37052173,SANTA VACA,2,5611201,"4723700,5320202,5611204,5620104",RS,8841
37058040,MINI MERCADO E PADARIA KM,4,1091101,"4789099,4729601,4723700,4721103,4755502,4755503,4721102,4754703,4772500,4789004,4789005",RS,8841
36852209,JB PRODUCOES AUDIOVISUAIS E ARTISTICAS,8,8599699,9329899,RS,8841
37068297,ESQUINA BAR,2,4723700,5611203,RS,8841
37073700,MANIGRAZI,2,9602501,,RS,8841
37075324,M STUDIO,2,9602501,,RS,8841
37084635,,2,9602502,,RS,8841
30698289,PAULO REFORMAS,8,4399103,"4330405,4322301,4321500",RS,8841
37103687,MARIA LUIZA CENTRO ESTETICO,4,9602502,,RS,8841
37127843,"LAISA BISOL - TEXTUALIDADES, ASSESSORIA",2,8599699,"5811500,5812302,5813100,8219999,8230001",RS,8841
34886702,HBM SOLUCOES EM TI,8,6190699,"9511800,4752100,8599699,8599605,4759899,4321500,9512600,8599603",RS,8841
37148133,VISDOM CONTABILIDADE E FINANCAS LTDA,2,6920601,7020400,RS,8841
37159474,DOMENICA SCOUTING E EVENTOS,2,8230001,"8599699,8599605,8593700",RS,8841
37171270,,2,4772500,,RS,8841
37175721,LEONARDO RIGHI,8,7319002,,RS,8841
37183054,PABLO LEITE DE ABREU,8,7319002,"4781400,4789099,4763604,4755502,4755503,4773300,4772500,4789004,4789005",RS,8841
37199746,LAMMARE SEMIJOIAS,8,4783101,4781400,RS,8841
37199757,MCAR-TECH,2,4530703,"4530704,4520003,2950600",RS,8841
37217188,LUIS GARCIA,4,5229099,"5320202,4923001",RS,8841
34903033,,8,4723700,,RS,8841
37244773,XIS DO TATA,2,5620104,"5612100,5229099",RS,8841
37256105,,2,9499500,,RS,8841
37256612,CLAUDIA MARASCIULO - PROCEDIMENTOS E CURSOS,2,9602502,"8599699,4781400,4789001,4755503,4772500,4782201",RS,8841
37269827,TUDO DE BOM,2,5612100,4723700,RS,8841
37269921,,8,8599699,"8712300,8593700",RS,8841
37302214,KIOSQUE DO SABOR,2,5611201,5611203,RS,8841
37311190,MABRA CONSTRUTORA E INCORPORADORA,2,4110700,"4120400,4399101,6810201,6810202,7112000",RS,8841
37313689,CAMILA NUNES DA ROSA,2,5811500,"7420004,5819100,8599699,5812302,5812301,5912099,8599605,8599604,5813100,8592999,8230001,7420001",RS,8841
37317750,LR HIGIENIZACAO,2,9609299,,RS,8841
37320101,ADMINISTRACAO DE IMOVEIS FINGER E CORREA,2,6810201,"6462000,6810202,7020400",RS,8841
37338972,PONTO CERTO,4,4712100,4723700,RS,8841
37344696,CORINA SERVICOS GERAIS,8,9700500,,RS,8841
37345647,SIRLEI FAXINAS,8,9700500,,RS,8841
37350556,KELEN OLDENBURG - DESIGNER INTERIORES,2,5819100,"3329501,7420001",RS,8841
37355018,JEXPRESS TELE ENTREGAS,4,7319002,5229099,RS,8841
37367874,FERNANDA SAIDELES NAIL CARE,2,9602502,"9602501,4772500",RS,8841
32680583,,2,3512300,,RS,8841
37373353,PANCHO'S,4,5611203,5611201,RS,8841
37387597,RAFAEL LTDA,2,5229099,"4781400,4723700,4755503,5611204",RS,8841
37397306,DETECTA IMOB,8,6821801,"6810201,6821802,6822600,8121400",RS,8841
37399733,PATRONO DELIVERY,2,5611203,,RS,8841
37402215,ANDRADE VARIEDADES,2,7319002,,RS,8841
37406756,,2,9602502,,RS,8841
37431013,SOUZA NETO - IMOVEIS,8,7319002,"5310502,7911200",RS,8841
37433052,SILVA VENDAS,8,4713002,,RS,8841
37434448,AMPARM,2,9329899,"9430800,9493600,9499500",RS,8841
37437302,,4,4399103,,RS,8841
37469587,,2,8630501,8630502,RS,8841
37469671,MIDUTRA,4,4713002,"4752100,4751201,4785799",RS,8841
37470775,MAO NA MASSA SABOR CASEIRO,8,5620102,,RS,8841
37471911,DELICIA DE EMPADAO,8,5620104,1091102,RS,8841
37473811,TOOTOY KIDS,8,4763601,4789099,RS,8841
37474130,JOAO VICTOR CHRISTINO MEDEIROS,4,7319002,,RS,8841
37476715,LUIS SIQUEIRA ELETRICIDADE,4,4321500,,RS,8841
37490062,MINI MERCADO PATRONATO,8,4712100,4721102,RS,8841
37490792,GABRIEL FELIPE BENITEZ,2,4923001,5320202,RS,8841
37428093,,2,4330404,"2542000,4321500,3101200,4322301,4330403,4399103,4330405,0161002,9700500,0161003",RS,8841
37497231,CASEIRINHOS DA JUH,2,1091102,"5620104,1096100,5611204",RS,8841
37499020,CZ TRANSPORTES,2,4930202,"3314711,4511101,4511102,4520001,4530703,4541203,4541204,4541206,4661300,4662100,4742300,4744001,4744003,4744004,4744005,4744099,4930201,5229002,5250803",RS,8841
37499663,MUCCA,8,4729699,5612100,RS,8841
37502274,HOME SPLIT,4,4322302,"5620104,9521500,4753900,4744001",RS,8841
37508650,PLURI'S NUTRICAO,2,4789004,7319002,RS,8841
37509702,,2,5611201,"4723700,5611203,5620101,5620102,5620104,8230001",RS,8841
37524359,DUMA STORE,8,4781400,,RS,8841
37531551,LM ESTEIRAS,2,3314717,"3314712,3314713,3314716",RS,8841
37532042,,2,5611201,"4721102,4721103,4723700,4729699,4789001,5611203,5611205,5620102,5620104,8230001,8599604",RS,8841
37533819,AMAURI RIGON DE ANDRADES,8,4399103,"4321500,4322301,4330404,4330405,1622699",RS,8841
35512874,,4,5611203,4723700,RS,8841
37564113,,2,5229099,,RS,8841
37564829,C2S,2,4744099,"4742300,4744004,4744003,4763604,4741500,4754701,4754703,4744002,4744001,4789005",RS,8841
37579784,,2,6810202,6462000,RS,8841
37600750,ENCANTO DAS UNHAS,2,9602501,,RS,8841
37600920,,2,6911701,,RS,8841
37624050,PITEU DOCERIA ARTESANAL,2,1091102,"5620104,4729699",RS,8841
36376053,TRANS BRITO,8,4930202,4744004,RS,8841
37649169,EPHRAYIM SAT,8,4321500,"4752100,6190699,4751201,4753900",RS,8841
37659647,JG TECH AUDIO,2,4753900,"9001906,4752100,4785799",RS,8841
37695112,XIS DO BOLA,4,5620104,4724500,RS,8841
37696618,CASA DE CARNES SAIDELLES,2,4722901,"4634601,4712100",RS,8841
