CNPJ,NOME FANTASIA,SITUAÃÃO CADASTRAL,CNAE 1,CNAE 2,UF,Municipio
51009240,STUDIO LUCIENE MULLER,2,9602501,,RS,8841
51035132,MARENI MODA INTIMA E SEMIJOIAS,2,4781400,"4789099,4772500,4785799,4782201,4783101",RS,8841
51053318,RODRIGUES SERVICOS,2,4399103,4330404,RS,8841
51067724,SURFSKATE STYLE,2,4763603,"4752100,4781400,5912099,4751201,4763602,8230001",RS,8841
51095751,,2,8112500,,RS,8841
51099742,CONSTRUCOES SR,2,4399103,,RS,8841
51109816,FAMILY TRANPORTE,2,4930201,,RS,8841
51110434,MAURO REPRESENTANTE,8,4617600,4619200,RS,8841
51116852,,2,4110700,4120400,RS,8841
51128431,HAMILTON RICARDO CARGNIN COLVERO,2,4751201,"9511800,6190699,8599603",RS,8841
51128819,LORCOM,2,7112000,,RS,8841
51129600,,2,5912099,,RS,8841
51136966,REZER,2,5229099,5320201,RS,8841
51143834,BECKER CARVALHO,2,8230001,7420001,RS,8841
51146387,STAN BURGUER,2,5611203,,RS,8841
11898383,COISAS DO GUGA,2,5611201,5611205,RS,8841
51149943,LOJA DO MESTRE,2,4723700,,RS,8841
51166851,,2,5612100,"5620104,1091102",RS,8841
51170276,FS SERVICOS,2,4399103,,RS,8841
51220852,RSOARES INSTALACOES,2,9512600,"6190699,3313999",RS,8841
51225101,NEXTLINE,2,6201501,"6202300,6203100,6204000,6209100,6311900,6319400",RS,8841
51241847,,2,5612100,,RS,8841
51246496,ANTOLINI ELETRICA E MANUTENCAO,2,4321500,3321000,RS,8841
51254626,INSTITUTO BELEM,2,8599699,"7911200,7319002,8230001",RS,8841
51263561,LUCIANA MARTINS FOTOGRAFIA,2,7420001,"7420003,5912099",RS,8841
51273152,EUKESIA,2,9602502,,RS,8841
51283473,CLINICA DE ESTETICA,2,9602501,9602502,RS,8841
51286621,W BACHMANN,2,3313901,"5620104,1092900",RS,8841
51303382,,8,5229099,,RS,8841
51307398,TECHTUDO,2,4713002,"4752100,4789001,4755502,4755503,4763601,4753900,4744001",RS,8841
51311807,O SOLDADOR,2,9529105,,RS,8841
51313552,JEFERSON,2,4399103,,RS,8841
51313595,STORE LM MODA & ACESSORIOS,8,4781400,,RS,8841
48929777,CIA DO MARMORISTA,2,4744001,"4781400,7319003",RS,8841
51330735,ACV CONSTRUTORA,2,4399101,"4120400,7490104,6821801,8599604",RS,8841
51331050,PERFECT NAILS,2,9602501,,RS,8841
51335457,PELUDINHO EMBALAGENS,2,4789099,"4781400,4723700,4712100",RS,8841
51338219,VITOR PINTURAS,2,4330404,"4322301,4330402,4399103",RS,8841
51345292,ALUSUL,2,2539001,"4321500,4329103,3314702,4399199,3321000,4330405",RS,8841
51350190,ANTIDOTO PRODUCOES ARTISTICAS,2,8230001,9001902,RS,8841
51356284,PANNERY TRANSPORTES,2,4930202,"5212500,4930201",RS,8841
51357487,COMPANIA DA REFORMA E DO PLANEJADO,2,1622699,"9529105,3329501",RS,8841
51357734,,2,6911701,,RS,8841
51360778,LOIZE BUZZATTE FUNILARIA,2,4520002,,RS,8841
51365726,LF CONSTRUCOES E REFORMAS,2,4399103,"4330403,4322301,4321500,4330404,4330405,4330402",RS,8841
51367983,CM MONTAGENS E SERVICOS,2,3101200,,RS,8841
51370479,,2,4520005,,RS,8841
51372248,,2,4321500,,RS,8841
51379219,,2,8599604,"4520001,7719599",RS,8841
51382072,LP REFORMAS,2,4399103,,RS,8841
51386931,ALPHA SISTEMAS DE SEGURANCA,2,4321500,,RS,8841
51388704,KEKA SERVICOS,2,9700500,,RS,8841
51393702,,2,6462000,,RS,8841
51401323,CONTABILIZE,2,8219999,7319002,RS,8841
51403022,SR E SRA BATATA,2,5611201,,RS,8841
51403204,HAPPY MODAS,2,4781400,"4789099,4789001,4755503,4763601,4772500,4782201",RS,8841
51406022,JULIANO GUINCHO,2,5212500,"4930201,4930202",RS,8841
51415033,DJ ZIPO,2,9001906,,RS,8841
48872247,JB MEDICOS ASSOCIADOS,8,8630599,8630503,RS,8841
51432996,MINI MERCADO FORTUNA,2,5611204,"4729601,4723700,4721103,4721102,4789004,4789005",RS,8841
51447717,,8,1094500,,RS,8841
51450177,,2,8599604,"8211300,8219999,8533300,8541400,8542200,8550302,8593700,8599699,8599605",RS,8841
51454266,FERNANDO ALESSIO INSTALACOES,2,9512600,"6190699,4322301,3313999",RS,8841
51454926,,2,8219999,8599604,RS,8841
6074351,LOJA KOLBERG,2,4713002,"4759899,4761003,4763601,4781400,4789001",RS,8841
51462275,POKOCHURROS SANTA MARIA,2,5620104,,RS,8841
51467992,HOMER BURGUER,2,5620104,"1091102,5611203",RS,8841
51476645,SILVA CONSTRUCOES,2,4399103,"4321500,4322302,4322301,3702900,2539001,4399199",RS,8841
51477218,LUDI TOLEDO LIVRE LEVE,2,4781400,"4763602,4782202,4755502,4789001,4782201,4772500,4789099",RS,8841
51477355,,2,4120400,"4110700,6810201",RS,8841
51486369,,2,5229099,,RS,8841
51514874,,2,4520006,"4543900,5320202,5229002,4520001",RS,8841
51519570,RF CELL,2,9512600,,RS,8841
51525820,BUNKER55,2,4781400,,RS,8841
51526490,RC SISTEMAS,2,4751201,,RS,8841
51530167,LUCE VITA,2,8599604,,RS,8841
51536476,FILIPE CAPA TREINAMENTO PERSONALIZADO,2,8599699,,RS,8841
51549116,BCSM - BOMBEIROS CIVIS SANTA MARIA,2,8599604,"7420004,5819100,5912099,7319002,5813100,4761002,8592999,8230001,7420001",RS,8841
51562094,,2,4683400,"4661300,0161099,4623199",RS,8841
51562170,FM EMPREENDIMENTOS IMOBILIARIOS,2,6810201,"6810202,6822600",RS,8841
51564893,CBA EXPRESS,2,5320202,,RS,8841
51575965,"BRASA, BENDITA SEJA",2,9001901,"9329899,5912001,9001902,8592999,8592902,8230001,7420001",RS,8841
51578728,,2,4399103,,RS,8841
51592322,SR CONSTRUTORA,2,4399103,"4321500,4322301,4330402,4330404",RS,8841
51603084,,2,9499500,,RS,8841
51606269,PADUATRANSPORTES,2,4930202,"4930204,4930201,4930203",RS,8841
51609918,KAI STICKDOG,2,5611203,"5620104,5620101",RS,8841
51618495,SOEIRO DE SOUZA SERVICOS MEDICOS E HOSPITALARES,2,8630503,8610102,RS,8841
51624319,IMPERADOR,2,4781400,,RS,8841
51625295,STURZA TRANSPORTES,2,5229099,5612100,RS,8841
51631665,,2,5811500,"5819100,5812302,5912099,5813100,8219999",RS,8841
51632067,,2,161003,,RS,8841
51633010,FINANCE,2,8291100,,RS,8841
18275071,,2,6550200,"8630503,8630504",RS,8841
51684147,ELLABELLA,2,4772500,,RS,8841
51692627,STEISE ANDRIELE,2,4772500,,RS,8841
43850669,JKG RACOES E PETSHOP,2,4789004,"9609208,4763604",RS,8841
51707822,,2,5912099,"5819100,5912001,8599603,8593700,8219999,8230001",RS,8841
51708814,MINIMALAR,2,3299006,"4789001,4759899,4772500",RS,8841
9495106,ACTION DEFENDER,2,4781400,"1413401,4647801,4782201,9329804,9329899",RS,8841
51738512,CHOCOBI CONFEITARIA,2,1091102,"5620104,1093701",RS,8841
47474378,CABINE COMUNICACAO,2,6399200,"5912099,5813100,9609299,7420001",RS,8841
51748314,ALEXANDRE CONSTRUCOES,2,4744099,,RS,8841
51753372,,2,5611203,"4723700,4729699,5611201,5620104",RS,8841
51756668,VENTHURY,2,4723700,,RS,8841
51759842,CAMII TRANSPORTES,2,5320201,"5320202,5229099",RS,8841
51763338,,2,4120400,"4330499,4321500,4322301,4329199,4330404,4399103,4330401,4330402,4530703,4742300,4744001,4759899,4930201,4930202",RS,8841
51765936,MOS SERVICOS,2,5229099,"4321500,3321000",RS,8841
51769914,LUCAS RITTER BARBOSA,2,7319002,,RS,8841
51784792,STUDIO EDUARDO BARBER,2,9602501,,RS,8841
3886172,PIMENTA DOCE,8,4781400,,RS,8841
92480425,,2,4781400,,RS,8841
92480920,,8,4744001,,RS,8841
92486125,,8,5611203,,RS,8841
92506435,COCO-RICO,8,4713004,,RS,8841
92509173,,8,4789099,,RS,8841
92525344,,8,9601701,9601702,RS,8841
92536283,,8,8888888,,RS,8841
3305862,,2,4782202,4789001,RS,8841
92541804,EMPREITEIRA PROGRESSO,8,4744001,,RS,8841
92543818,,4,1013901,1013902,RS,8841
92556406,PINTURAS ROSA-MOURA,4,4744001,,RS,8841
92557891,ESTOFARIA POSSEBON,4,9529105,"4754702,4755501",RS,8841
92563774,,8,4711301,,RS,8841
92730365,,8,4712100,,RS,8841
92578194,,2,4781400,,RS,8841
92578442,EMPREITEIRA DOMINGOS,8,4789099,,RS,8841
92584226,,8,4781400,,RS,8841
1661998,,8,4712100,,RS,8841
92585413,,8,8888888,,RS,8841
92600295,,8,4649401,,RS,8841
3312133,MINIMERCADO VARGAS,4,4712100,,RS,8841
92622828,,8,4744001,,RS,8841
92623156,,2,4712100,,RS,8841
92633213,CASA DE REPOUSO NOSSA SENHORA APARECIDA,4,8690999,,RS,8841
92647221,ANDRADE CONSTRUCOES,8,8888888,,RS,8841
92649953,,8,5611203,,RS,8841
1669003,,4,4637101,,RS,8841
92662972,,8,1091101,,RS,8841
4961285,,4,4619200,,RS,8841
92673227,HOT HOT DOG BERTAZZO,8,5611203,,RS,8841
92676782,FLORICULTURA CENTRAL,8,4774100,,RS,8841
3319802,,2,4789099,,RS,8841
92684919,,8,4771701,,RS,8841
92693498,,8,4781400,,RS,8841
92698091,,8,4120400,4299501,RS,8841
92710219,SKATE AND SURF SHOP FALCKLANDS,8,4781400,,RS,8841
1673246,CONSTRUCOES ELETRICA MENDONCA,4,4744001,,RS,8841
92714674,BAR E ARMAZEM PIRES,8,5611203,,RS,8841
92730969,TABOCA RESTAURANTE E PIZZARIA,8,5611201,,RS,8841
92735539,,8,4530701,,RS,8841
92737840,,8,4755501,,RS,8841
92744630,SAF LANCHES,8,5611203,,RS,8841
92744705,,4,8130300,,RS,8841
92750009,BAR DO SILVIO,8,4729601,,RS,8841
92755461,,4,4729601,,RS,8841
92775279,MACRIPEL,8,4761001,,RS,8841
92777812,,8,4771701,,RS,8841
92788397,TRIANGULAR COMERCIO DE COMPONENTES ELETRONICOS,8,4713004,,RS,8841
92792209,,2,4755501,,RS,8841
92796713,,8,4782201,,RS,8841
92800739,,8,8593700,,RS,8841
92813682,,8,4789099,,RS,8841
92815398,PHT,8,4930201,,RS,8841
93124899,,8,4712100,,RS,8841
4976511,,8,5611203,,RS,8841
92829126,ZIMERMANN TINTAS,8,4744001,,RS,8841
1682713,PISCICULTUTA PEIXE-VIVO COMERCIO DE PAIXES E DERIVADOS,8,4722901,,RS,8841
1683064,ZEPELLIN BAR E RESTAURANTE,8,5611201,,RS,8841
92840370,CARVAO BRUTTI,2,500302,"4681803,4789099,4930201,4930202,5212500",RS,8841
92846310,CONSTRUCOES CAZUZA,8,4744001,,RS,8841
92851096,MADECASA,4,4744002,,RS,8841
92854827,,8,5611203,,RS,8841
56451,PADARIA GUARANI,8,4711301,,RS,8841
3339542,RENATO PRESTACAO DE SERVICOS,8,6209100,,RS,8841
1689056,NOVA IMAGEM,2,1340501,"1813001,4755501",RS,8841
92937747,KALECHE,8,4781400,,RS,8841
92937804,SO PARA BEBE,8,4781400,,RS,8841
92950153,,8,4712100,,RS,8841
92958842,,8,3211601,,RS,8841
1692168,,8,4712100,,RS,8841
92969542,EMPREITEIRA D A A,8,4744001,,RS,8841
4988554,MINIMERCADO BISOGNIN,4,5590603,,RS,8841
3345633,SONHUS COLCHOES,8,4754702,"4781400,4761003,4755503,4753900,4751201",RS,8841
66499,,2,4619200,,RS,8841
93007516,,8,4754701,,RS,8841
93008100,,8,5611201,,RS,8841
93042208,,2,6021700,6010100,RS,8841
93045706,COMERCIAL CHIAPPA,8,4729601,,RS,8841
93045854,TRANSPALMEIRAS,8,4930201,,RS,8841
93046522,,4,4781400,,RS,8841
93048429,,8,4681801,,RS,8841
3351172,DISTRIBUIDORA MORESCO,8,4643501,,RS,8841
93059004,AUTOPAR CASA DOS PARAFUSOS,2,4744001,,RS,8841
93062263,GLD MODAS,8,4781400,,RS,8841
93065605,GRACIELE PAPELARIA,8,4761001,,RS,8841
93066629,,8,4723700,,RS,8841
93068104,,8,1412601,1412603,RS,8841
1700569,INES MODAS,8,4781400,,RS,8841
1700972,R G S REPRESENTACOES,8,4781400,,RS,8841
93077329,,8,4713004,,RS,8841
93080737,BAR DA RUA,4,5611203,,RS,8841
93082824,,8,4781400,,RS,8841
93091346,,8,4511103,,RS,8841
93092047,MZ FERRAGEM,2,4744001,4744099,RS,8841
93098614,,4,111301,,RS,8841
93106672,,4,4781400,,RS,8841
93114783,,8,5611203,,RS,8841
93116267,,2,4110700,"2330301,2330302,2330305,4120400,6810201,6810202",RS,8841
93120509,,4,8593700,,RS,8841
93128114,,8,5611203,,RS,8841
93128171,ARMAZEM BRASIL DE MORAES,8,4712100,,RS,8841
93140325,CENTER MODAS MR,4,4755501,,RS,8841
1706741,SERRALHERIA JEFERSON,8,4120400,"2599301,2599302,4330402,4330499",RS,8841
93150142,TOP MODAS,4,4781400,,RS,8841
93154995,TEAR MALHAS,8,1412601,1412603,RS,8841
93160836,,8,8130300,,RS,8841
93167211,,8,2512800,,RS,8841
93167245,,8,4623109,,RS,8841
93169167,MERCEARIA SANTA RITA DE CASSIA,8,4712100,,RS,8841
93178523,TRANSPORTADORA CAROLLO,8,8888888,,RS,8841
93179638,TATO COMERCIO E REPRESENTACOES,8,4712100,,RS,8841
5008053,BADULAK 2,2,4755502,,RS,8841
93180156,ROVECAR,2,4520001,4530703,RS,8841
81610,C R N SERRALHERIA,4,2512800,,RS,8841
93186195,AGROLAS,8,4774100,,RS,8841
93188654,S L A COMERCIO E REPRESENTACOES,8,4771701,,RS,8841
93188928,J A BOX,8,4744001,,RS,8841
1711513,,8,4781400,,RS,8841
93201937,RURAL SINUELO COMERCIO E REPRESENTACOES,8,8888888,,RS,8841
1711908,,4,4781400,,RS,8841
93206621,,8,4774100,,RS,8841
5011113,,8,4789001,,RS,8841
93211761,,8,4110700,,RS,8841
93212264,,8,4789007,,RS,8841
93212876,,8,8650001,,RS,8841
93228799,LOPES ROSA INCORPORADORA,2,4110700,,RS,8841
93232387,SPACO VIDEO,4,7722500,,RS,8841
5013431,,8,4644301,,RS,8841
5013484,CASA DOS FILTROS E PURIFICADORES,8,4753900,4759899,RS,8841
86558,,2,4330499,"4789099,7112000",RS,8841
5015131,NENISBAR,8,5611203,,RS,8841
5015168,ESCRITORIO CONTABIL BRANDAO,2,6920601,,RS,8841
93264562,OLARIA E CERAMICA FERIGOLO,8,2342702,,RS,8841
3371742,OLIVEIRA - DISTRIBUIDORA DE ALIMENTOS,4,4639701,4637199,RS,8841
93270767,,8,4649401,,RS,8841
93271088,BAR DA RUA,8,5611203,,RS,8841
93276194,TERTULIA LANCHONETE,8,5611203,,RS,8841
93281756,FRUTEIRA SACOLAO,8,4729601,,RS,8841
93287845,,8,4761001,,RS,8841
92006,,8,4744005,,RS,8841
93309243,,8,4722901,,RS,8841
93312684,CE CEDILHA TRECOS E PRESENTES,8,4761001,,RS,8841
93318640,,8,4729601,,RS,8841
93321255,,4,4712100,,RS,8841
3377384,,8,4617600,,RS,8841
93326478,,4,4712100,,RS,8841
93332286,FARMACIA JOBIM,8,4774100,,RS,8841
5024305,,4,4520001,"4520002,4520003,4520004",RS,8841
93338986,,8,1821100,,RS,8841
93344851,ADVENTURE MOTO E BIKE,4,4763603,"9529104,4543900,4541203,4541206,4541204",RS,8841
93350437,,8,4712100,,RS,8841
93350858,,4,4712100,,RS,8841
93352771,,2,4781400,,RS,8841
93356236,,8,4774100,,RS,8841
93361145,,2,4789004,"4744001,4771704",RS,8841
93363539,,8,4729601,,RS,8841
93364677,,8,4781400,,RS,8841
93365815,,8,4712100,,RS,8841
93369064,,2,9529105,"4755501,9529199",RS,8841
93369882,AGROCAMPOS,8,4789004,,RS,8841
93372381,CARLAO REFRIGERACAO,2,9521500,,RS,8841
93372902,,2,4618499,"7319002,8211300",RS,8841
93376176,CALANDRE BOUTIQUE,8,4781400,,RS,8841
100245,M C MECANICA,8,4520001,"4520002,4520003,4520004",RS,8841
93394583,IDEIAS CRIATIVA,8,4781400,,RS,8841
93396430,M H MODAS,2,4781400,,RS,8841
93398535,,8,4639701,4637199,RS,8841
93402436,,8,2071100,,RS,8841
93405330,BORRACHARIA DO FININHO,8,9529102,,RS,8841
103915,,8,4781400,,RS,8841
93418390,,8,4669999,,RS,8841
93421980,,8,4637101,,RS,8841
3387177,LOJA NOVA ERA,8,4781400,,RS,8841
93423259,,8,4712100,,RS,8841
105175,ATECSMA,8,9521500,,RS,8841
5034569,PERSONALIZE,8,8219901,,RS,8841
93447357,PONTO DE VISTA OTICA E RELOJOARIA,8,4774100,,RS,8841
93450062,,8,4711301,,RS,8841
93451458,DISTRIBUIDORA DA BORRACHA,8,4761001,,RS,8841
5036666,CAFE EXPEDITO,8,5611201,,RS,8841
5036803,JM PRESENTES,8,4755502,,RS,8841
93461762,NINON BOUTIQUE,4,4781400,,RS,8841
93465953,,8,4761001,,RS,8841
93466043,PAMPERO,8,4637101,,RS,8841
93481505,,8,4729601,,RS,8841
93483071,ARMAZEM BASSAN,8,4712100,,RS,8841
93483337,,8,4771701,,RS,8841
93484616,O ESTRESO,8,5611203,,RS,8841
93484780,,8,5612100,,RS,8841
112099,,8,4789007,,RS,8841
93504504,,8,1412601,1412603,RS,8841
93509776,,8,8130300,,RS,8841
93512523,,8,4774100,,RS,8841
93514222,,8,4930201,,RS,8841
93517530,ACADEMIA ENERGIA,4,4781400,,RS,8841
93523355,,8,4530701,,RS,8841
93527232,SCOLARI AUTOMOVEIS,8,4781400,"4755502,4755503",RS,8841
93527398,,8,899199,0990403,RS,8841
93530293,REPRESENTACOES BRUM,8,4712100,,RS,8841
93534634,M R MATERIAIS DE CONSTRUCAO,8,5611203,,RS,8841
3398142,COMIL,4,4639701,4637199,RS,8841
93552917,BORRACHARIA BERLEZE,8,9529102,,RS,8841
93553667,CAPSULA CONFECCOES,8,8888888,,RS,8841
93560423,SPAZIO REPRESENTACOES E COMERCIO,8,4744001,,RS,8841
93569200,GMAD NOVIDADES,8,4729601,,RS,8841
1746798,ESCOLINHA E RECREACAO ARCA DE NOE,8,8511200,,RS,8841
93576676,JORGE SILVA DA SILVEIRA,8,2399101,,RS,8841
93580918,,2,4712100,"4723700,5611203,9329803",RS,8841
93590370,,2,4771701,,RS,8841
93606036,,8,4930201,,RS,8841
5054644,,8,4744005,,RS,8841
5054645,,4,4721102,,RS,8841
93619617,,4,4754701,,RS,8841
93622850,,4,4784900,,RS,8841
93625317,EMPREITEIRA BAUMHARDT,8,4744001,,RS,8841
3408443,,4,5611201,,RS,8841
93636785,,8,4761001,,RS,8841
93637080,ARMAZEM FERREIRA,8,4712100,,RS,8841
93637452,KARO ENXOVAIS,8,4755501,,RS,8841
93638997,ARMAZEM ALMEIDA,4,4712100,,RS,8841
93642999,GRAND COMERCIO E REPRESENTACOES,8,4530701,,RS,8841
5057876,,8,4751201,,RS,8841
5057889,BIOFACE INSTITUT,8,8541400,"5811500,8230001,8630503,8630504,7210000,6204000",RS,8841
3409823,TRANSPORTADORA SCHNEIDER,8,4930203,,RS,8841
93650356,MHC REPRESENTACO COMERCIAS,8,4781400,,RS,8841
93652709,GRANJA PROGRESSO,2,4789002,,RS,8841
93657492,MAQCOM,4,9521500,,RS,8841
93661155,MERCEARIA OLIVEIRA,8,5611203,,RS,8841
93664951,INSTALADORA PALMA,4,4222701,,RS,8841
93670594,MINI MERCADO FARIAS,8,4712100,,RS,8841
91095224,,8,4110700,,RS,8841
1756702,,8,8030700,,RS,8841
93689370,MINI MERCADO CASTELINHO,8,4729601,,RS,8841
93696367,MINI MERCADO FELTRIN,8,4712100,,RS,8841
93696383,MINI MERCADO COLONIAL,8,4712100,,RS,8841
93697183,,3,4711301,,RS,8841
93701209,PAPELARIA NOVA CONQUISTA,8,4761001,,RS,8841
93707842,,8,4712100,,RS,8841
93709178,,8,4671100,,RS,8841
93711091,ARMAZEM DO CHICO,2,4729601,,RS,8841
93714558,J C M SERVICOS GERAIS,8,8888888,,RS,8841
1760523,,8,4712100,,RS,8841
132943,,4,4781400,,RS,8841
93728053,SEBO REVISAO,8,4761001,,RS,8841
5067474,,8,4751201,,RS,8841
5067963,,8,4712100,,RS,8841
93733160,LANCHES NATURAIS,8,5611203,,RS,8841
5068217,M.R. CALCADOS,8,4782201,4763602,RS,8841
93740454,JOANA D ARC PRODUCOES E MODELOS,8,7490101,,RS,8841
3419214,,8,4712100,,RS,8841
93742021,,2,7490101,,RS,8841
93743771,BRIC POPULAR,8,4785701,,RS,8841
93750958,,4,4930201,,RS,8841
1764015,,2,8640207,8640208,RS,8841
3420533,,8,4723700,,RS,8841
93755122,CONFEITARIA NOVO DOCE,8,5611203,,RS,8841
93755916,FAVARINI REPRESENTACOES,8,8130300,,RS,8841
93764686,SANTA FE CONSTRUCOES,8,4744001,,RS,8841
93769669,,8,4781400,,RS,8841
93771871,FRUTEIRA CACAIA,8,4729601,,RS,8841
5072614,,4,4761003,,RS,8841
93775195,,8,4930201,,RS,8841
93776300,,8,5510801,,RS,8841
93779155,AUTO ELETRICA SANTA MARIA,2,4530703,,RS,8841
94470127,GERMAKI,8,4644301,,RS,8841
93782126,,8,4729601,,RS,8841
93790970,,2,6462000,,RS,8841
93802379,KAMILLI,8,4781400,,RS,8841
93817898,GRAFICA SOBERANA,8,1821100,,RS,8841
93831238,,8,4751201,,RS,8841
93833705,,8,4761001,,RS,8841
93835064,LETRA SUL,8,4744001,,RS,8841
93838654,SERIEMA LANCHERIA E CONFEITARIA,2,4618499,,RS,8841
93838985,MINI MERCADO MARTINS,4,4712100,,RS,8841
93471258,J L XIS,8,5611203,,RS,8841
93870970,FAXILAR,4,4789099,,RS,8841
93872497,,8,4712100,,RS,8841
93883544,BARATAO,8,4712100,,RS,8841
93887743,BARCELONA S BAR,8,5611203,,RS,8841
93899391,CASA DOS LUSTRES,2,4754703,,RS,8841
93901171,,8,4530701,,RS,8841
93903557,PONTO DE CINEMA,8,5611203,,RS,8841
93904035,,2,4930202,"4634601,4634602,4634699",RS,8841
93904811,,8,4722901,,RS,8841
3435512,,8,5510801,,RS,8841
93925121,,8,4712100,,RS,8841
5089896,OMESM/RS,2,9491000,,RS,8841
93936490,LAGO AZUL COMERCIO E REPRESENTACOES,8,4744001,,RS,8841
93941656,,2,4617600,"4619200,4639701,4646002,4649408",RS,8841
93949634,,4,4712100,,RS,8841
93956654,CASA DA SORTE,8,9200301,,RS,8841
93963338,,8,4712100,,RS,8841
93967826,,8,4781400,,RS,8841
93972024,FERNANDES REPRESENTACOES,4,4773300,,RS,8841
93977080,,8,4781400,,RS,8841
93980167,SNACK S HOUSE,8,4729601,,RS,8841
93989259,PAINTBALL,8,8690901,,RS,8841
93991073,CEIA CONGELADOS,8,4729601,,RS,8841
93992170,,8,4755501,,RS,8841
93996130,,8,4711301,,RS,8841
94000023,,8,4771701,,RS,8841
94005097,,8,4712100,,RS,8841
1789097,,8,4754701,,RS,8841
3446882,,2,4623199,"4789099,4683400,4619200,4632001",RS,8841
94016995,MINI MERCADO POPULAR,2,4712100,,RS,8841
1790378,,4,4520001,"4520002,4520003,4520004",RS,8841
94027547,,2,4633801,"4781400,4782201,4930202",RS,8841
94029766,B I G BOHRER IMPRESSOS GRAFICOS,8,4781400,,RS,8841
94032547,,8,4753900,4759899,RS,8841
94035458,PASTELARIA DO PONTO,8,5611203,,RS,8841
94035938,MODAS KIKA,3,4755502,,RS,8841
94041159,,8,4644301,,RS,8841
94041514,,8,4781400,,RS,8841
94047677,,8,4744001,,RS,8841
94049483,,8,1412601,1412603,RS,8841
94050200,,8,2949299,,RS,8841
94051075,,8,4744001,,RS,8841
94051695,RAVY MODAS,8,4781400,,RS,8841
1793326,,8,7711000,,RS,8841
3450958,,8,8121400,8129000,RS,8841
94055472,PONTAL COMERCIO E REPRESENTACOES,4,4649401,,RS,8841
94059359,,8,4623109,,RS,8841
94061306,OASIS COMERCIO DE BEBIDAS EM GERAL,8,4635401,,RS,8841
94063088,,4,7723300,,RS,8841
94064326,,8,1411801,"1411802,1412601",RS,8841
94070513,,8,5611201,,RS,8841
1795726,BAR RIO BRANCO,8,4712100,,RS,8841
94079928,,4,4774100,,RS,8841
3453748,I - 20,8,9329899,,RS,8841
94082021,,8,4755501,,RS,8841
94090289,ARMACAO CENTER,8,4729601,,RS,8841
94091220,,8,9602501,,RS,8841
94095288,MERCEARIA SANTANA,8,4729699,,RS,8841
94097862,SANDY CONFECCOES,8,1412601,1412603,RS,8841
94099306,CARROCEL MODAS,4,4781400,,RS,8841
94099751,BAR E ARMAZEM DO GILSO,8,5611203,,RS,8841
94102308,MASRI,8,4781400,,RS,8841
94105137,,8,4530701,,RS,8841
3457050,,4,5611203,,RS,8841
94117058,,8,5611203,,RS,8841
3458554,,4,4619200,,RS,8841
94131695,RAVELLY MODAS,8,1412601,1412603,RS,8841
94148327,,2,4754701,,RS,8841
94149663,,8,4781400,,RS,8841
174162,,8,4637101,,RS,8841
174170,,8,7311400,,RS,8841
174302,KAKO MALHAS,8,1412601,1412603,RS,8841
94155603,MERCEARIA 3 IRMAOS,8,4781400,,RS,8841
94159100,,2,4712100,,RS,8841
94166675,FRUTEIRA NATIVA MINI MERCADO ME,8,4712100,,RS,8841
94174851,R M REPRESENTACOES,8,4773300,,RS,8841
94176260,FRANGOS E FRIOS,8,4712100,,RS,8841
176515,,2,2061400,2063100,RS,8841
94179876,TELECENTER,8,4752100,,RS,8841
94181617,BAR E WHISKYRIA SOLAR DAS ROSAS,8,4712100,,RS,8841
94183522,,8,4712100,,RS,8841
94184561,PARADA OBRIGATORIA BAR,8,5611203,,RS,8841
94188307,,8,4755501,,RS,8841
94194172,,8,4712100,,RS,8841
3465223,MARCONATO REPRESENTACOES,2,4619200,,RS,8841
178696,TALMACO,8,4120400,4299501,RS,8841
94200979,,2,5611201,"5611203,5611204",RS,8841
94205200,GONZAGA REPRESENTACOES,8,9700500,,RS,8841
94205325,,8,4729601,,RS,8841
94233368,MODELS EVENTOS E PROMOCOES,4,4753900,4759899,RS,8841
94233558,,8,4713004,,RS,8841
94237229,,4,4753900,4759899,RS,8841
94239159,INES CONFECCOES,2,4781400,,RS,8841
94239910,EDELMA CONFECCOES,8,4755501,,RS,8841
94241502,MECANICA TOLOTTI,2,4530701,,RS,8841
94244928,,8,4712100,,RS,8841
94249976,COMERCIAL MARIMAR,2,4637199,"4649499,4729699",RS,8841
94250461,STAR BRINDES,8,4781400,,RS,8841
94264249,,8,4789007,,RS,8841
94264694,OLARIA VIEIRA,8,2342702,,RS,8841
94265352,BAR E ARMAZEM OLIVEIRA,4,4712100,,RS,8841
